city,state_id,state_name
Martell,CA,California
Hubbardston,MI,Michigan
Pigeon Falls,WI,Wisconsin
Ullin,IL,Illinois
Rosser,TX,Texas
Dewey Beach,DE,Delaware
Hartsville,IN,Indiana
Willow River,MN,Minnesota
Kingsland,AR,Arkansas
Watersmeet,MI,Michigan
Azure,MT,Montana
Ranchitos Las Lomas,TX,Texas
Kwigillingok,AK,Alaska
Lone Wolf,OK,Oklahoma
Delaware,OK,Oklahoma
Sand City,CA,California
Jacksonboro,SC,South Carolina
St. Regis Falls,NY,New York
Fountain,MN,Minnesota
Lake Bridgeport,TX,Texas
Wolsey,SD,South Dakota
Arlington,IA,Iowa
Tyonek,AK,Alaska
Hurley,SD,South Dakota
Wausau,FL,Florida
Burkeville,VA,Virginia
San Geronimo,CA,California
Lewis,IA,Iowa
Harts,WV,West Virginia
Swan Quarter,NC,North Carolina
Milton,IA,Iowa
Grenada,CA,California
Cameron,SC,South Carolina
Holiday Pocono,PA,Pennsylvania
Troy,IN,Indiana
Union Valley,TX,Texas
Remer,MN,Minnesota
Staley,NC,North Carolina
Keokee,VA,Virginia
Loda,IL,Illinois
Jamestown,MO,Missouri
Ranburne,AL,Alabama
Misquamicut,RI,Rhode Island
Irvington,VA,Virginia
West Chazy,NY,New York
Hopewell,IL,Illinois
Vaughn,NM,New Mexico
Idaville,IN,Indiana
Weissport,PA,Pennsylvania
Estral Beach,MI,Michigan
Allport,PA,Pennsylvania
La Crosse,FL,Florida
Alpena,AR,Arkansas
Hale,MO,Missouri
Shelby,IN,Indiana
Holiday Lake,IA,Iowa
Stanhope,IA,Iowa
Clarksville,MI,Michigan
Old Green,OK,Oklahoma
Gayville,SD,South Dakota
Twin Oaks,MO,Missouri
Glen Fork,WV,West Virginia
Fredonia,KY,Kentucky
Cumberland,VA,Virginia
Duck,NC,North Carolina
Hemingway,SC,South Carolina
Sinclair,WY,Wyoming
Worthington,IA,Iowa
Lattimer,PA,Pennsylvania
Summerfield,IL,Illinois
Reklaw,TX,Texas
Shorter,AL,Alabama
Fairfield,ID,Idaho
Bostwick,GA,Georgia
Cedar Fort,UT,Utah
Gopher Flats,OR,Oregon
Jamestown,WA,Washington
Oak Grove,AR,Arkansas
Lake City,CO,Colorado
Soso,MS,Mississippi
Akiak,AK,Alaska
McDermott,OH,Ohio
Midwest,WY,Wyoming
Tushka,OK,Oklahoma
Thayne,WY,Wyoming
Loop,TX,Texas
Bancroft,ID,Idaho
Wylandville,PA,Pennsylvania
Shedd,OR,Oregon
Littlefield,AZ,Arizona
Rayland,OH,Ohio
Stapleton,GA,Georgia
Holden,UT,Utah
Lynnville,IA,Iowa
Bloomburg,TX,Texas
Scotts Mills,OR,Oregon
Finleyville,PA,Pennsylvania
Chloride,AZ,Arizona
Howardwick,TX,Texas
Wiley,CO,Colorado
Canal Lewisville,OH,Ohio
Lamont,OK,Oklahoma
Perrinton,MI,Michigan
Hoytsville,UT,Utah
Gilman,WI,Wisconsin
St. Marys Point,MN,Minnesota
Edom,TX,Texas
Morrisville,MO,Missouri
Twin,AL,Alabama
Logan,ND,North Dakota
Lehigh,IA,Iowa
Mildred,TX,Texas
Medora,IL,Illinois
Nespelem,WA,Washington
Pine Springs,MN,Minnesota
Higgins,TX,Texas
Edmondson,AR,Arkansas
Williamsburg,KS,Kansas
Grady,AR,Arkansas
Westwood Hills,KS,Kansas
Stanford,MT,Montana
Lucas,KS,Kansas
Patterson,AR,Arkansas
Lagro,IN,Indiana
Gypsum,KS,Kansas
Barnhill,OH,Ohio
Tullos,LA,Louisiana
Richland,IN,Indiana
Hobart,NY,New York
Advance,MI,Michigan
Vann Crossroads,NC,North Carolina
Sadorus,IL,Illinois
Oakview,MO,Missouri
Montross,VA,Virginia
Ellerslie,MD,Maryland
Marble,NC,North Carolina
Elkhart,IL,Illinois
Otwell,IN,Indiana
Kingsley,KY,Kentucky
June Lake,CA,California
Dodd City,TX,Texas
Zeba,MI,Michigan
Bayview,TX,Texas
Lohrville,WI,Wisconsin
Quitaque,TX,Texas
Orick,CA,California
Mount Carbon,WV,West Virginia
Hanoverton,OH,Ohio
Hatfield,AR,Arkansas
Pueblo Pintado,NM,New Mexico
Cove City,NC,North Carolina
Hookerton,NC,North Carolina
Bowlegs,OK,Oklahoma
Huntleigh,MO,Missouri
Brisbin,PA,Pennsylvania
Midlothian,MD,Maryland
Camargito,TX,Texas
Oktaha,OK,Oklahoma
Portland,AR,Arkansas
Tonyville,CA,California
McHenry,KY,Kentucky
Vallonia,IN,Indiana
Maitland,PA,Pennsylvania
East Glacier Park Village,MT,Montana
Webster,NC,North Carolina
East Duke,OK,Oklahoma
Gilbert,WV,West Virginia
Salix,IA,Iowa
Whitefield,OK,Oklahoma
Greens Fork,IN,Indiana
Oval,PA,Pennsylvania
Worthington Springs,FL,Florida
Melfa,VA,Virginia
Jacona,NM,New Mexico
Warwick,GA,Georgia
Montezuma Creek,UT,Utah
St. Louisville,OH,Ohio
Barstow,TX,Texas
Derby Acres,CA,California
Marathon,TX,Texas
Dover,NC,North Carolina
Gibson,TN,Tennessee
Jane Lew,WV,West Virginia
Chokio,MN,Minnesota
Reliance,WY,Wyoming
Stanardsville,VA,Virginia
Jordan,MT,Montana
Bagtown,MD,Maryland
Johnson Village,CO,Colorado
Dowell,IL,Illinois
Dixon,NM,New Mexico
East Fultonham,OH,Ohio
Bunn,NC,North Carolina
Saxman,AK,Alaska
Manorville,PA,Pennsylvania
Kila,MT,Montana
Charlton Heights,WV,West Virginia
Union Grove,TX,Texas
Calhoun,LA,Louisiana
Mill Village,PA,Pennsylvania
Ethel,MS,Mississippi
Mount Pleasant Mills,PA,Pennsylvania
McElhattan,PA,Pennsylvania
Lakewood,WI,Wisconsin
Wallsburg,UT,Utah
Alma,TX,Texas
Terral,OK,Oklahoma
Red Feather Lakes,CO,Colorado
Retreat,TX,Texas
Concord,GA,Georgia
Chireno,TX,Texas
Berwind,WV,West Virginia
Delanson,NY,New York
Montague,TX,Texas
Salem,IA,Iowa
Martin City,MT,Montana
Martin,GA,Georgia
Vinegar Bend,AL,Alabama
Callisburg,TX,Texas
Sadler,TX,Texas
Duncombe,IA,Iowa
Wells River,VT,Vermont
Fisher Island,FL,Florida
Alma,MO,Missouri
Braswell,GA,Georgia
Naschitti,NM,New Mexico
Thornton,AR,Arkansas
Jasper,MI,Michigan
Relampago,TX,Texas
Amherst Junction,WI,Wisconsin
Table Grove,IL,Illinois
Hayti,SD,South Dakota
Culdesac,ID,Idaho
Damascus,AR,Arkansas
Kilbourne,LA,Louisiana
Kennedy,NY,New York
Morral,OH,Ohio
Princeton,CA,California
Perry,IL,Illinois
Joy,IL,Illinois
Tutuilla,OR,Oregon
Norwood,KY,Kentucky
New Haven,IL,Illinois
Linn,KS,Kansas
Stonerstown,PA,Pennsylvania
Huxley,TX,Texas
Woodville,GA,Georgia
Sardis,TN,Tennessee
Tontogany,OH,Ohio
Salem,GA,Georgia
Wattsburg,PA,Pennsylvania
Union,IA,Iowa
Mountain Park,OK,Oklahoma
Thomaston,AL,Alabama
Wayland,KY,Kentucky
Acacia Villas,FL,Florida
Willshire,OH,Ohio
Laytonsville,MD,Maryland
Banquete,TX,Texas
Ocean Breeze,FL,Florida
Bonnie,IL,Illinois
Greeleyville,SC,South Carolina
Hillsboro,TN,Tennessee
Tharptown,PA,Pennsylvania
Brookford,NC,North Carolina
New Strawn,KS,Kansas
Atlanta,MO,Missouri
Southview,PA,Pennsylvania
Shannon,NC,North Carolina
Mineral Bluff,GA,Georgia
Midland,CO,Colorado
Beallsville,OH,Ohio
Duncan,MS,Mississippi
Custer City,OK,Oklahoma
Windsor Heights,WV,West Virginia
Ambrose,GA,Georgia
Bostic,NC,North Carolina
Altoona,KS,Kansas
Centerville,CA,California
Paguate,NM,New Mexico
Chamois,MO,Missouri
Westphalia,MO,Missouri
Emmons,MN,Minnesota
Clarksburg,TN,Tennessee
Dearing,KS,Kansas
Bunker,MO,Missouri
Hydaburg,AK,Alaska
Callery,PA,Pennsylvania
Cantua Creek,CA,California
Windthorst,TX,Texas
Bell,OK,Oklahoma
Alta,UT,Utah
Kivalina,AK,Alaska
Almena,KS,Kansas
Rutland,OH,Ohio
Hato Arriba,PR,Puerto Rico
Indian Lake,PA,Pennsylvania
Louviers,CO,Colorado
Turkey,TX,Texas
Foyil,OK,Oklahoma
Maddock,ND,North Dakota
North Woodstock,NH,New Hampshire
Bennett,IA,Iowa
Montrose,MO,Missouri
Soudan,MN,Minnesota
Bruni,TX,Texas
Otter Lake,MI,Michigan
Bowerston,OH,Ohio
Crenshaw,PA,Pennsylvania
Fairview,MO,Missouri
Orient,IA,Iowa
Plymouth,NE,Nebraska
Smithville Flats,NY,New York
Dillard,GA,Georgia
Bordelonville,LA,Louisiana
Williston,TN,Tennessee
Quenemo,KS,Kansas
Middleport,PA,Pennsylvania
Big Springs,NE,Nebraska
Garcon Point,FL,Florida
Carbon,IN,Indiana
Merigold,MS,Mississippi
Centralhatchee,GA,Georgia
Peavine,OK,Oklahoma
East New Market,MD,Maryland
Colesburg,IA,Iowa
Fountain Springs,PA,Pennsylvania
Grover Hill,OH,Ohio
Empire,MI,Michigan
Tazlina,AK,Alaska
Jenkinsburg,GA,Georgia
Loomis,NE,Nebraska
Newtonsville,OH,Ohio
North Hodge,LA,Louisiana
Westover,PA,Pennsylvania
Hermleigh,TX,Texas
London Mills,IL,Illinois
Bandana,KY,Kentucky
Empire,GA,Georgia
Macks Creek,MO,Missouri
Whittemore,MI,Michigan
Alexander,ND,North Dakota
Adelphi,OH,Ohio
Vintondale,PA,Pennsylvania
Wenden,AZ,Arizona
San Patricio,TX,Texas
Trenton,KY,Kentucky
Sparkman,AR,Arkansas
Hamilton,MS,Mississippi
Hanska,MN,Minnesota
Rhine,GA,Georgia
Akron,MI,Michigan
Melvern,KS,Kansas
Watauga,TN,Tennessee
Forest Hills,NC,North Carolina
Mondamin,IA,Iowa
Stirling City,CA,California
Vienna,LA,Louisiana
Tibes,PR,Puerto Rico
Ogilvie,MN,Minnesota
Laguna Seca,TX,Texas
Bowers,DE,Delaware
Morton,MN,Minnesota
Medicine Lake,MN,Minnesota
Barrville,PA,Pennsylvania
Between,GA,Georgia
Cove,AR,Arkansas
Eustis,NE,Nebraska
Letts,IA,Iowa
West Falls,PA,Pennsylvania
Deweyville,UT,Utah
Gilbertsville,NY,New York
Tehama,CA,California
Smithton,PA,Pennsylvania
Wales,UT,Utah
Pine Point,MN,Minnesota
Grays Prairie,TX,Texas
Mound Valley,KS,Kansas
Ekalaka,MT,Montana
Rennert,NC,North Carolina
Optima,OK,Oklahoma
Chacra,CO,Colorado
Coyle,OK,Oklahoma
Columbus City,IA,Iowa
Rivergrove,OR,Oregon
Ewing,NE,Nebraska
Bonney,TX,Texas
Pinos Altos,NM,New Mexico
Barwick,GA,Georgia
Farnham,NY,New York
Turon,KS,Kansas
Berrysburg,PA,Pennsylvania
Beaverdam,OH,Ohio
Gordonville,MO,Missouri
Spring Ridge,FL,Florida
Gowen,OK,Oklahoma
Leslie,GA,Georgia
Orleans,NE,Nebraska
Elberta,MI,Michigan
Sulphur Springs,IN,Indiana
Maytown,AL,Alabama
Hartford,KS,Kansas
Virginville,PA,Pennsylvania
Seventh Mountain,OR,Oregon
Draper,VA,Virginia
Meridian,CA,California
Dustin,OK,Oklahoma
Ringsted,IA,Iowa
Gilgo,NY,New York
Hamilton,NC,North Carolina
Lakeview,NE,Nebraska
Napakiak,AK,Alaska
Embarrass,WI,Wisconsin
Henderson,MI,Michigan
Zihlman,MD,Maryland
Manvel,ND,North Dakota
Fairfield,NE,Nebraska
Hustonville,KY,Kentucky
Redford,NY,New York
White Lake,SD,South Dakota
Buffalo,SD,South Dakota
Cofield,NC,North Carolina
Hickory Hills,PA,Pennsylvania
Nickerson,NE,Nebraska
Duncan,NE,Nebraska
Pomona,MO,Missouri
Declo,ID,Idaho
Abbott,TX,Texas
Samak,UT,Utah
Bell Arthur,NC,North Carolina
Mount Charleston,NV,Nevada
Crucible,PA,Pennsylvania
Blanket,TX,Texas
Seama,NM,New Mexico
Deer Park,MD,Maryland
Clover,VA,Virginia
Holcomb,MS,Mississippi
Mount Aetna,PA,Pennsylvania
St. Maurice,LA,Louisiana
Mentone,AL,Alabama
North Miami,OK,Oklahoma
Donahue,IA,Iowa
St. Petersburg,PA,Pennsylvania
Davenport,CA,California
Round Lake,MN,Minnesota
Xenia,IL,Illinois
Bear Lake,MI,Michigan
Carp Lake,MI,Michigan
Snover,MI,Michigan
Goshen,VA,Virginia
Holy Cross,IA,Iowa
Sparland,IL,Illinois
Grand Rivers,KY,Kentucky
Kaw City,OK,Oklahoma
Bronwood,GA,Georgia
Ages,KY,Kentucky
Boone,CO,Colorado
Giltner,NE,Nebraska
Friendship,OH,Ohio
Bagley,WI,Wisconsin
Arenzville,IL,Illinois
Bud,WV,West Virginia
Madison,PA,Pennsylvania
Belgium,IL,Illinois
Mexico,PA,Pennsylvania
Lakeridge,NV,Nevada
Fairmount,MD,Maryland
Dalton,NY,New York
Koyuk,AK,Alaska
Sterling,OH,Ohio
Glencoe,KY,Kentucky
Wetmore,KS,Kansas
Bloxom,VA,Virginia
Verdunville,WV,West Virginia
Capon Bridge,WV,West Virginia
Bellflower,MO,Missouri
Sorrento,FL,Florida
Kennard,NE,Nebraska
Old Brownsboro Place,KY,Kentucky
Wheatland,MO,Missouri
Lake Almanor Peninsula,CA,California
Hoven,SD,South Dakota
Bennington,OK,Oklahoma
Turah,MT,Montana
Arnoldsville,GA,Georgia
Sibley,MO,Missouri
Woodson,AR,Arkansas
Columbia,LA,Louisiana
Ghent,MN,Minnesota
South Mountain,TX,Texas
Underwood,MN,Minnesota
Silo,OK,Oklahoma
Farmington,WV,West Virginia
Pitsburg,OH,Ohio
Ridgeville Corners,OH,Ohio
Northmoor,MO,Missouri
Bailey Lakes,OH,Ohio
Wesley,IA,Iowa
Rincon,NM,New Mexico
Woodburn,KY,Kentucky
New Richmond,WV,West Virginia
Center Ridge,AR,Arkansas
Arimo,ID,Idaho
Westport,OR,Oregon
McClusky,ND,North Dakota
Plumas Eureka,CA,California
Pleasant Plains,AR,Arkansas
Good Hope,IL,Illinois
Bethania,NC,North Carolina
South Solon,OH,Ohio
Bradenville,PA,Pennsylvania
Latham,IL,Illinois
King William,VA,Virginia
Churdan,IA,Iowa
West Logan,WV,West Virginia
Clarington,OH,Ohio
Centerport,PA,Pennsylvania
Newfolden,MN,Minnesota
Merna,NE,Nebraska
Ben Avon Heights,PA,Pennsylvania
Coyote Flats,TX,Texas
New Home,TX,Texas
Ellenboro,WV,West Virginia
Langleyville,IL,Illinois
Havana,AR,Arkansas
Boody,IL,Illinois
Gagetown,MI,Michigan
Dyess,AR,Arkansas
McGregor,MN,Minnesota
Bullhead,SD,South Dakota
Clear Spring,MD,Maryland
Nichols,IA,Iowa
Livermore,IA,Iowa
Alto Pass,IL,Illinois
Remington,OH,Ohio
Strasburg,ND,North Dakota
Sadieville,KY,Kentucky
Red Jacket,WV,West Virginia
Norman,AR,Arkansas
Alvarado,MN,Minnesota
Hardyville,KY,Kentucky
Plymouth,IA,Iowa
Taneyville,MO,Missouri
Parcelas Mandry,PR,Puerto Rico
Rockhill,PA,Pennsylvania
Rosebush,MI,Michigan
Sharpsburg,GA,Georgia
Western Grove,AR,Arkansas
Charlotte,IA,Iowa
Pound,WI,Wisconsin
Umapine,OR,Oregon
Port Jefferson,OH,Ohio
Easton,WA,Washington
La Valle,WI,Wisconsin
Racine,WV,West Virginia
King Salmon,AK,Alaska
Lake Sherwood,WI,Wisconsin
Nickelsville,VA,Virginia
Chataignier,LA,Louisiana
Cuyuna,MN,Minnesota
Clarkedale,AR,Arkansas
Rock Springs,WI,Wisconsin
Odessa,DE,Delaware
Spokane,LA,Louisiana
Cash,AR,Arkansas
Glen White,WV,West Virginia
Yatesville,GA,Georgia
Cedar Rapids,NE,Nebraska
Bland,VA,Virginia
Fertile,IA,Iowa
Central Bridge,NY,New York
Florence,SD,South Dakota
Garrison,IA,Iowa
Pedricktown,NJ,New Jersey
Pleasanton,NE,Nebraska
Newcomb,NM,New Mexico
Jeffersonville,IL,Illinois
Fenton,LA,Louisiana
Mineral,CA,California
Spring Mills,PA,Pennsylvania
Wardell,MO,Missouri
Fairmount,ND,North Dakota
Wanette,OK,Oklahoma
Ila,GA,Georgia
Centerville,NC,North Carolina
Belfry,KY,Kentucky
Carmen,OK,Oklahoma
Chester,SD,South Dakota
Joseph,UT,Utah
Trapper Creek,AK,Alaska
Grandview,OK,Oklahoma
Irondale,OH,Ohio
Mahtowa,MN,Minnesota
Pilger,NE,Nebraska
Hunters Hollow,KY,Kentucky
Gamaliel,KY,Kentucky
Mariaville Lake,NY,New York
Wilcox,PA,Pennsylvania
Amboy,IN,Indiana
Glendon,PA,Pennsylvania
Gaines,MI,Michigan
Bunceton,MO,Missouri
Tremont City,OH,Ohio
South Mansfield,LA,Louisiana
Henrietta,MO,Missouri
Silver Creek,NE,Nebraska
Nenana,AK,Alaska
Iron Gate,VA,Virginia
Cobbtown,GA,Georgia
Gilman City,MO,Missouri
Limestone,NY,New York
Chewton,PA,Pennsylvania
St. George Island,MD,Maryland
Viola,AR,Arkansas
Fairwater,WI,Wisconsin
Walland,TN,Tennessee
Woodland Mills,TN,Tennessee
Adams,OR,Oregon
Edmundson Acres,CA,California
Cerulean,KY,Kentucky
Brazos Bend,TX,Texas
Ransom,IL,Illinois
Rose,OK,Oklahoma
Atkinson,NC,North Carolina
Tishomingo,MS,Mississippi
Esto,FL,Florida
Vernon,UT,Utah
Rolla,KS,Kansas
Scales Mound,IL,Illinois
Vina,AL,Alabama
Lewisberry,PA,Pennsylvania
Satilla,GA,Georgia
Ludlow,IL,Illinois
Russellville,IN,Indiana
Bonfield,IL,Illinois
Sussex,VA,Virginia
Norway,IN,Indiana
Cashion Community,TX,Texas
Trinidad,CA,California
Crystal Lakes,MO,Missouri
Green Camp,OH,Ohio
Secor,IL,Illinois
Enola,AR,Arkansas
Pinehurst,GA,Georgia
Sigel,IL,Illinois
Badger,MN,Minnesota
Smoketown,PA,Pennsylvania
Vanlue,OH,Ohio
Olivet,IL,Illinois
Butternut,WI,Wisconsin
Bethpage,TN,Tennessee
Cibola,AZ,Arizona
Mineral Point,MO,Missouri
Katie,OK,Oklahoma
Athalia,OH,Ohio
Blunt,SD,South Dakota
Milan,MN,Minnesota
Jennings,OK,Oklahoma
Belview,MN,Minnesota
Scottsville,TX,Texas
Conesus Hamlet,NY,New York
Christoval,TX,Texas
Boneau,MT,Montana
Freeburn,KY,Kentucky
Malcolm,AL,Alabama
Pierson,IA,Iowa
Comfrey,MN,Minnesota
Hooven,OH,Ohio
Sabillasville,MD,Maryland
Birch Hill,WI,Wisconsin
Askov,MN,Minnesota
Darwin,MN,Minnesota
Breckenridge,MO,Missouri
Grubbs,AR,Arkansas
Woodland,GA,Georgia
Palisades,TX,Texas
Gwynn,VA,Virginia
Barryton,MI,Michigan
Pocahontas,VA,Virginia
Cumbola,PA,Pennsylvania
Sugarloaf,CO,Colorado
Mooreland,IN,Indiana
Minburn,IA,Iowa
Raymondville,MO,Missouri
Mowrystown,OH,Ohio
Hildreth,NE,Nebraska
Lacona,IA,Iowa
White Lake,WI,Wisconsin
Scandinavia,WI,Wisconsin
Renner Corner,SD,South Dakota
Vergas,MN,Minnesota
Eschbach,WA,Washington
Rising City,NE,Nebraska
Mahaffey,PA,Pennsylvania
New Galilee,PA,Pennsylvania
Anchor Bay,CA,California
Pakala Village,HI,Hawaii
Winkelman,AZ,Arizona
Mardela Springs,MD,Maryland
East Germantown,IN,Indiana
Anderson,NJ,New Jersey
Shaft,MD,Maryland
Fronton Ranchettes,TX,Texas
Downing,MO,Missouri
Calumet,MN,Minnesota
Oberlin,PA,Pennsylvania
Prairie City,IL,Illinois
Sangrey,MT,Montana
Grant,OK,Oklahoma
Elrama,PA,Pennsylvania
White Oak,NC,North Carolina
Deal Island,MD,Maryland
Bethune,SC,South Carolina
St. John,ND,North Dakota
Coaldale,CO,Colorado
Ford Cliff,PA,Pennsylvania
Tolchester,MD,Maryland
Thompsons,TX,Texas
Clarksburg,MO,Missouri
Belle Rive,IL,Illinois
Lewisville,IN,Indiana
Roca,NE,Nebraska
Garfield,MN,Minnesota
Manton,CA,California
Castle Valley,UT,Utah
Carpenter,WY,Wyoming
Rio Oso,CA,California
Freeport,OH,Ohio
Buckhorn,PA,Pennsylvania
Titanic,OK,Oklahoma
Wheeler,WI,Wisconsin
Max,ND,North Dakota
Wainscott,NY,New York
Trent,TX,Texas
Cumberland,OH,Ohio
Warrens,WI,Wisconsin
Fredonia,AR,Arkansas
Nipinnawasee,CA,California
Lowell,KS,Kansas
Allen,NE,Nebraska
Kermit,WV,West Virginia
Montmorenci,IN,Indiana
Ellis Grove,IL,Illinois
Puckett,MS,Mississippi
Mesa,CA,California
Gladstone,ND,North Dakota
Jeffers Gardens,OR,Oregon
St. Martin,MN,Minnesota
Laceyville,PA,Pennsylvania
Valley Grove,WV,West Virginia
Chamisal,NM,New Mexico
Oak Shores,CA,California
Powhatan,VA,Virginia
Menlo,IA,Iowa
Wilton,AR,Arkansas
Hume,IL,Illinois
Dexter,MN,Minnesota
Varna,IL,Illinois
Bemus Point,NY,New York
Del Muerto,AZ,Arizona
Bellevue,TX,Texas
Turin,GA,Georgia
Ellsworth,MI,Michigan
Dawson,PA,Pennsylvania
Kukuihaele,HI,Hawaii
Mindenmines,MO,Missouri
Leroy,TX,Texas
San Mateo,NM,New Mexico
Somerville,OH,Ohio
Hersey,MI,Michigan
New Canton,IL,Illinois
Jeffers,MN,Minnesota
Dobbins,CA,California
Ryan,IA,Iowa
Arona,PA,Pennsylvania
Rudd,IA,Iowa
St. Mary,MO,Missouri
South Haven,KS,Kansas
Meadow Bridge,WV,West Virginia
Grangeville,CA,California
St. Elizabeth,MO,Missouri
Mayetta,KS,Kansas
Newcastle,NE,Nebraska
Callender,IA,Iowa
Krakow,WI,Wisconsin
Defiance,PA,Pennsylvania
South Glastonbury,MT,Montana
St. Michael,PA,Pennsylvania
Wilcox,NE,Nebraska
Wahpeton,IA,Iowa
Brimhall Nizhoni,NM,New Mexico
Friesland,WI,Wisconsin
Dallas,WI,Wisconsin
Lohrville,IA,Iowa
Bigelow,AR,Arkansas
Sodaville,OR,Oregon
Harvey Cedars,NJ,New Jersey
Pattonsburg,MO,Missouri
Grand Detour,IL,Illinois
Hudson,SD,South Dakota
Orchard,NE,Nebraska
Beulah,MI,Michigan
Arley,AL,Alabama
Betsy Layne,KY,Kentucky
Crystal,NM,New Mexico
Maynard,MN,Minnesota
Spillville,IA,Iowa
Agra,OK,Oklahoma
Channing,TX,Texas
Clarks,NE,Nebraska
Marlboro,OH,Ohio
Granton,WI,Wisconsin
Corsica,PA,Pennsylvania
Wallace,NE,Nebraska
Farnhamville,IA,Iowa
Sale City,GA,Georgia
Napier Field,AL,Alabama
Canton,MN,Minnesota
Uniontown,WA,Washington
Fargo,OK,Oklahoma
Fort McDermitt,NV,Nevada
Universal,IN,Indiana
Nelson,WI,Wisconsin
Clear Lake,IN,Indiana
Bellflower,IL,Illinois
Cincinnati,IA,Iowa
Frazer,MT,Montana
Castorland,NY,New York
Orient,IL,Illinois
Big Clifty,KY,Kentucky
Keystone,SD,South Dakota
Russian Mission,AK,Alaska
Lorimor,IA,Iowa
Neche,ND,North Dakota
Wallins Creek,KY,Kentucky
Emerson,AR,Arkansas
St. Pierre,MT,Montana
Earl Park,IN,Indiana
Anaktuvuk Pass,AK,Alaska
Martinton,IL,Illinois
Conesville,OH,Ohio
Mansfield,WA,Washington
Clearfield,IA,Iowa
Apple River,IL,Illinois
Annapolis,MO,Missouri
Lawrence,PA,Pennsylvania
Grantfork,IL,Illinois
New Ross,IN,Indiana
Evaro,MT,Montana
Swanville,MN,Minnesota
Simms,MT,Montana
Fair Oaks,OR,Oregon
Russell,MN,Minnesota
Neeses,SC,South Carolina
Pacific Junction,IA,Iowa
White Plains,GA,Georgia
Creighton,MO,Missouri
Mount Gretna Heights,PA,Pennsylvania
Tennyson,WI,Wisconsin
Greigsville,NY,New York
Iredell,TX,Texas
Alba,MI,Michigan
Burlington,WY,Wyoming
Wallula,WA,Washington
Morgan's Point,TX,Texas
Scandia,KS,Kansas
Darrouzett,TX,Texas
Libertyville,IA,Iowa
Strathmoor Manor,KY,Kentucky
Enchanted Oaks,TX,Texas
Elim,AK,Alaska
Briggs,OK,Oklahoma
Nectar,AL,Alabama
St. Peter,IL,Illinois
Ney,OH,Ohio
New Point,IN,Indiana
Marengo,OH,Ohio
Branch,AR,Arkansas
Malden,IL,Illinois
Harrisburg,OH,Ohio
Dietrich,ID,Idaho
Fincastle,VA,Virginia
Buffalo,OH,Ohio
Cameron,NC,North Carolina
Patrick,SC,South Carolina
Danbury,IA,Iowa
Santee,NE,Nebraska
Cazadero,CA,California
Lost Lake Woods,MI,Michigan
Olney Springs,CO,Colorado
Baldwin,IL,Illinois
Anderson,AK,Alaska
Clacks Canyon,AZ,Arizona
Chokoloskee,FL,Florida
Gardner,FL,Florida
Wyoming,RI,Rhode Island
Cressey,CA,California
Clayville,NY,New York
Ruby,SC,South Carolina
Biggers,AR,Arkansas
Ceylon,MN,Minnesota
Camptonville,CA,California
Ute,IA,Iowa
Wineglass,MT,Montana
Stanton,ND,North Dakota
Fayetteville,IL,Illinois
Wallace,WV,West Virginia
Eastville,VA,Virginia
Mount Calm,TX,Texas
Bulger,PA,Pennsylvania
Burnettsville,IN,Indiana
Mitchellville,AR,Arkansas
Zuehl,TX,Texas
Howardville,MO,Missouri
Sharpsburg,KY,Kentucky
Kiana,AK,Alaska
Wharton,OH,Ohio
Franklin,NY,New York
Chuichu,AZ,Arizona
New Albany,PA,Pennsylvania
El Nido,CA,California
Amana,IA,Iowa
Flat Top Mountain,TN,Tennessee
Niobrara,NE,Nebraska
Aquilla,OH,Ohio
La Paloma Addition,TX,Texas
East Rocky Hill,NJ,New Jersey
Vincent,OH,Ohio
Davy,WV,West Virginia
Aberdeen Gardens,WA,Washington
Butteville,OR,Oregon
Twin Groves,AR,Arkansas
Scotland,GA,Georgia
Gorham,KS,Kansas
Kratzerville,PA,Pennsylvania
So-Hi,AZ,Arizona
Cornish,UT,Utah
Forest,LA,Louisiana
Stilesville,IN,Indiana
Sandy Ridge,PA,Pennsylvania
Nordic,WY,Wyoming
Canjilon,NM,New Mexico
Bramwell,WV,West Virginia
Wilsall,MT,Montana
Winchester Bay,OR,Oregon
Broadlands,IL,Illinois
Bricelyn,MN,Minnesota
Freetown,IN,Indiana
Tracy,MO,Missouri
North La Junta,CO,Colorado
Monaville,WV,West Virginia
Goodland,FL,Florida
Lake Lafayette,MO,Missouri
Beal City,MI,Michigan
Brooker,FL,Florida
Northfork,WV,West Virginia
Terril,IA,Iowa
Jeffersonville,NY,New York
Bicknell,UT,Utah
Claremont,VA,Virginia
Platte Center,NE,Nebraska
Mason,IL,Illinois
Bowbells,ND,North Dakota
Bridge Creek,OK,Oklahoma
Belleview,KY,Kentucky
Trilby,FL,Florida
Muir Beach,CA,California
Mount Olivet,KY,Kentucky
Massena,IA,Iowa
Reader,WV,West Virginia
Villa del Sol,TX,Texas
Maunaloa,HI,Hawaii
Edith Endave,NM,New Mexico
Cruger,MS,Mississippi
Flint Hill,VA,Virginia
Drummond,MT,Montana
Newburg,PA,Pennsylvania
Carbon Hill,IL,Illinois
Mannsville,NY,New York
Rushmore,MN,Minnesota
Elderton,PA,Pennsylvania
Middletown,IA,Iowa
Tolani Lake,AZ,Arizona
Lynchburg,SC,South Carolina
Nichols,SC,South Carolina
Clipper Mills,CA,California
